"","TCF4","PTEN","MECP2","baseMean","Chr","Start","End","Strand","Length","Symbol","EntrezID","zscore","pvalue","padj"
"ENSMUSG00000022957",1.67245290408716,-2.55234994462745,1.57444096403069,4784.46197943223,"chr16",91729281,91920597,"+",22539,"Itsn1",16443,1.11606499212826,0.105352372385878,0.612818276597006
"ENSMUSG00000055041",-3.02419292858379,2.40319029609678,0.371717218195382,315.171576971533,"chr15",76899910,76901305,"+",1060,"Commd5",66398,1.11603740058403,0.105368113334832,0.612818276597006
"ENSMUSG00000004207",1.07102150943442,2.45762693771177,2.27011715455686,37130.7490960988,"chr10",60277627,60302597,"+",2744,"Psap",19156,1.11597296037026,0.105392849111761,0.612818276597006
"ENSMUSG00000034818",3.5127884849565,-2.16859676154824,0.117118285795421,5652.28019113507,"chr10",81459227,81482709,"-",6668,"Celf5",319586,1.11592252509016,0.105409939284911,0.612818276597006
"ENSMUSG00000023020",-2.76917626116529,2.54524869713485,0.482039773402324,766.630159179045,"chr15",99725618,99728136,"+",723,"Cox14",66379,1.1155301577322,0.105569147740049,0.613490030299294
"ENSMUSG00000014769",-2.95751591824348,2.20830628041436,-0.629830335484351,3205.07792124654,"chr17",15475721,15498276,"-",1036,"Psmb1",19170,1.11537385023884,0.105632111535867,0.613490030299294
"ENSMUSG00000033632",2.73100747639423,-2.48985378806383,0.57451756004263,490.091685398536,"chr18",25168999,25467321,"+",7014,"AW554918",225289,1.11532117479378,0.105655947829998,0.613490030299294
"ENSMUSG00000018574",-2.1728933401871,2.54330914790938,-1.0784456074788,576.627722692097,"chr11",70010183,70015411,"-",2686,"Acadvl",11370,1.11518054594651,0.105701821452665,0.613490030299294
"ENSMUSG00000038256",2.72325774719566,-1.22572009924991,1.84538666089086,1585.31201541253,"chr3",97203662,97297917,"-",8446,"Bcl9",77578,1.1151259693645,0.105722509557005,0.613490030299294
"ENSMUSG00000069227",2.81294566195509,-1.27174760511634,-1.70894662383194,5222.83229677346,"chr13",54736671,54749874,"-",4348,"Gprin1",26913,1.11498651686694,0.105774679559253,0.613564078263047
"ENSMUSG00000043822",-3.5099621224849,1.87637059513037,0.405735052446277,95.2133616289335,"chr10",80339110,80348412,"-",4722,"Adamtsl5",66548,1.11468396206986,0.105888913874522,0.613873634052824
"ENSMUSG00000039037",0.38925318877638,-1.37292395316923,4.02968930910416,2579.18805945142,"chr3",152817081,152982246,"-",6002,"St6galnac5",26938,1.11464521820798,0.10590690353047,0.613873634052824
"ENSMUSG00000020256",0.239253967448835,5.0783137389165,-0.473642620692582,439.216021266263,"chr10",83487450,83534140,"-",7503,"Aldh1l2",216188,1.11451894708688,0.10595502586013,0.61392400357885
"ENSMUSG00000041216",2.26090599831378,-3.06594388399968,0.463008309608315,907.987271361347,"chr4",9269293,9451691,"+",7566,"Clvs1",74438,1.1142587285586,0.106063413537216,0.614323394851532
"ENSMUSG00000047412",1.9241862679223,-3.75956755582775,-0.104546276703405,932.760870682867,"chr9",31030644,31075879,"+",8857,"Zbtb44",235132,1.11395887371571,0.106169552507308,0.614709469314348
"ENSMUSG00000024491",2.41032395490966,-1.74155900723975,1.63513881192354,1445.84934527727,"chr18",42275353,42341542,"+",6431,"Rbm27",225432,1.11371285968908,0.106267146390825,0.615045800059018
"ENSMUSG00000051910",2.48403148203256,2.58708721621813,0.714924285019625,867.530191017863,"chr7",115470872,116038796,"-",14832,"Sox6",20679,1.11352449131129,0.106342702945806,0.615181895837085
"ENSMUSG00000029777",-2.63218255487071,2.97352557160084,0.179936197597011,4171.6583711513,"chr6",55038007,55079500,"+",3119,"Gars",353172,1.11344776931214,0.106369687429728,0.615181895837085
"ENSMUSG00000079614",-3.0452231094196,1.2505420701402,1.48930303162708,965.877456922401,"chr18",67774876,67795461,"+",3516,"Seh1l",72124,1.11333689633636,0.10641736001799,0.615229067255878
"ENSMUSG00000029156",-2.52430612198651,2.04344672631578,1.21648854801671,1368.85533739681,"chr5",73632749,73647790,"-",4052,"Sgcb",24051,1.11317777574085,0.106473577692827,0.615325586896666
"ENSMUSG00000008398",1.55847479079666,3.97990173259085,0.24511952278322,278.744916620228,"chr10",93247414,93311135,"-",4550,"Elk3",13713,1.11303433303793,0.106532044074657,0.615435025676563
"ENSMUSG00000078861",-2.7553770793166,1.84543684717016,-1.18181435579301,226.371876665692,"chr2",178067695,178078476,"-",2299,"Zfp931",353208,1.11286733179926,0.106590510456487,0.61554438327042
"ENSMUSG00000038760",2.49968405654493,-2.67412454331854,-0.607686954706037,174.339928566161,"chr15",44196135,44235912,"+",3976,"Trhr",22045,1.11264933824978,0.106676860805037,0.615661639942504
"ENSMUSG00000033900",2.32328719908426,-0.647122810230308,-2.81090152262643,5268.95832014533,"chr3",82358044,82395268,"+",6671,"Map9",213582,1.11261392307841,0.106689903305599,0.615661639942504
"ENSMUSG00000049577",-0.652613343930532,3.0267864372167,2.10132806802131,736.494813418156,"chr8",122282141,122337251,"+",3503,"Zfpm1",22761,1.11250159327647,0.106729930290083,0.615664425597001
"ENSMUSG00000051469",-1.78355712460964,3.76511917030518,0.230158977875174,1370.37924097867,"chr18",24009702,24020810,"-",6271,"Zfp24",59057,1.1121373667826,0.106854058916123,0.616152164172267
"ENSMUSG00000007872",-2.72230099892315,2.49777348395116,0.558196930745016,544.649801408494,"chr4",136143497,136145755,"+",1791,"Id3",15903,1.11202885203461,0.106899482797391,0.616185874739944
"ENSMUSG00000041552",1.85788302900972,-3.44221876668869,0.477281733066193,274.020583252424,"chrX",155573455,155623814,"-",3005,"Ptchd1",211612,1.11185797851465,0.106969642455588,0.616362088597724
"ENSMUSG00000087370",1.18786726804404,-2.49853207166368,2.08985080894554,2444.04405967132,"chr13",41606216,41641347,"+",7160,"Tmem170b",621976,1.11163985941053,0.107053294355745,0.616451734025762
"ENSMUSG00000028692",-2.82808487106462,2.71955538627659,0.227682208615471,8294.44256222722,"chr4",116636510,116651680,"-",2750,"Akr1a1",58810,1.11146132679233,0.107125252979537,0.616451734025762
"ENSMUSG00000091183",-1.0047746703077,-4.15508775411318,-0.615241589106124,153.233013493919,"chr13",62772200,62785808,"-",3406,"Gm5141",380850,1.11141928560264,0.107136946255903,0.616451734025762
"ENSMUSG00000040842",0.081930794867457,4.97703240203949,0.715386256432904,1065.1341706158,"chr4",141113001,141139775,"-",3327,"Szrd1",213491,1.11127407042691,0.107204407465707,0.616451734025762
"ENSMUSG00000001666",-4.10902223307321,1.42297208944096,0.24130758797933,259.456945347077,"chr10",75771230,75773414,"-",773,"Ddt",13202,1.11107247071213,0.107279514279289,0.616451734025762
"ENSMUSG00000025745",-0.811796497261105,4.52782793462304,-0.432442643305703,1982.31825161844,"chr5",30118304,30155162,"-",8730,"Hadha",97212,1.11083482654714,0.107373060490218,0.616451734025762
"ENSMUSG00000005312",0.29560573552258,4.06817399022373,1.40817693441307,5631.43693809248,"chr13",58176156,58215653,"-",3686,"Ubqln1",56085,1.11081357716462,0.107379806611199,0.616451734025762
"ENSMUSG00000044250",3.05515675260017,-2.23290433444091,0.482644484206855,122.054403454489,"chr15",97247107,97385689,"+",2198,"Pced1b",239647,1.11057280499136,0.107483247132899,0.616451734025762
"ENSMUSG00000025790",0.392415167177676,5.01862400925936,0.358938395184933,1127.47479230456,"chr7",74275419,74554780,"-",8474,"Slco3a1",108116,1.11043270139802,0.107534967393749,0.616451734025762
"ENSMUSG00000060657",2.22346298431348,-3.05567656200461,-0.48994725699489,4048.79800334699,"chr16",14109166,14159274,"-",7765,"Marf1",223989,1.11026127295702,0.107596132223971,0.616451734025762
"ENSMUSG00000050973",3.20132588323933,2.43008014121005,-0.137317586310889,225.144044976104,"chr7",80232865,80242061,"+",4189,"Gdpgp1",269952,1.11019137651766,0.107621317742298,0.616451734025762
"ENSMUSG00000035713",2.80365974552927,0.571144954601117,2.39334859070961,442.689266141974,"chr7",97309380,97332020,"-",5288,"Usp35",244144,1.11008161839783,0.107655947829998,0.616451734025762
"ENSMUSG00000089824",-0.563417858362879,-3.29718357415923,1.90715524752789,469.870022891879,"chr2",156091958,156111978,"-",6689,"Rbm12",75710,1.11000529061571,0.107686979986508,0.616451734025762
"ENSMUSG00000022742",-2.3276620408038,2.67151813264146,0.768432524211284,1184.21303353204,"chr16",58670208,58680391,"+",3186,"Cpox",12892,1.10997758119117,0.10770002248707,0.616451734025762
"ENSMUSG00000071266",-2.17079332056431,-1.58137528667628,-2.01486792217321,549.994089522524,"chr17",22424222,22456689,"+",3504,"Zfp946",74149,1.10986669756116,0.107747245333933,0.616451734025762
"ENSMUSG00000026104",-3.28951121119529,2.13940727746265,0.337591939864297,198.736781184508,"chr1",52119440,52161865,"+",7105,"Stat1",20846,1.10976544939737,0.10778952102541,0.616451734025762
"ENSMUSG00000036856",2.52964189344833,-1.01902682222854,-2.21785732447273,414.088742390695,"chr4",137277489,137299726,"+",4194,"Wnt4",22417,1.10976845385645,0.10778952102541,0.616451734025762
"ENSMUSG00000018909",3.55993589148848,2.0158174803879,0.190493374649272,7920.75902833125,"chr7",99535466,99606771,"+",11175,"Arrb1",109689,1.10971470377346,0.107811108612548,0.616451734025762
"ENSMUSG00000026222",-1.90851626548377,2.06822677865811,-1.78845771531467,64.3187194199529,"chr1",85649988,85709998,"+",7556,"Sp100",20684,1.10951340346816,0.107881718012143,0.616451734025762
"ENSMUSG00000021068",1.82490625167547,-3.55861176668067,0.381128419317675,1556.45827646717,"chr12",70011435,70111925,"-",10345,"Nin",18080,1.10940672419133,0.107918596806836,0.616451734025762
"ENSMUSG00000032332",2.95642638681235,1.20432326733358,-1.60367861153097,389.010427047213,"chr9",79598991,79718831,"-",15228,"Col12a1",12816,1.10936473697095,0.107935237238588,0.616451734025762
"ENSMUSG00000035632",2.8422316760556,-2.69943493811305,0.222489050527005,1038.13563103122,"chr7",3645268,3661109,"+",7129,"Cnot3",232791,1.10931227488765,0.107954576118732,0.616451734025762
"ENSMUSG00000045930",-0.611158524597638,4.23281755462531,0.918975641960956,139.739843840453,"chr12",58264720,58269258,"-",4539,"Clec14a",66864,1.10908057585078,0.108038677760288,0.616451734025762
"ENSMUSG00000065987",-1.90493972551426,-3.80423306455459,0.0536453455547672,1.90776368190598,"chr8",3917655,3926844,"-",2115,"Cd209b",69165,1.10905486729772,0.108053069485046,0.616451734025762
"ENSMUSG00000063445",-4.25563411638819,0.874625018696111,0.631980084093523,414.047906665499,"chr16",4710059,4719356,"-",3891,"Nmral1",67824,1.10894345477578,0.108095794917922,0.616451734025762
"ENSMUSG00000036611",-1.96754522078195,-0.0687480116379844,3.72575066191398,450.184449078254,"chr9",25481547,25604110,"+",2935,"Eepd1",67484,1.10890586449204,0.108111086125478,0.616451734025762
"ENSMUSG00000042616",1.99082558856558,-2.45748070633847,-1.31362348554253,1044.81609744309,"chr4",126058565,126092195,"+",5254,"Oscp1",230751,1.10888390326418,0.108118731729256,0.616451734025762
"ENSMUSG00000041720",1.78756858795455,2.62457855887055,1.34937850560687,7673.57984273274,"chr16",17280351,17406314,"-",11257,"Pi4ka",224020,1.10880612879151,0.108150213627164,0.616451734025762
"ENSMUSG00000031373",-1.26751963138009,4.33860624136585,-0.155273887956371,103.560198534836,"chrX",163976822,164027997,"-",6354,"Car5b",56078,1.10878190091684,0.108159658196537,0.616451734025762
"ENSMUSG00000022973",1.89792829492777,0.404435949000043,3.4587331883964,10039.1807832422,"chr16",90936092,91011308,"-",8085,"Synj1",104015,1.10872371779335,0.108181245783674,0.616451734025762
"ENSMUSG00000041544",2.28762931698432,3.2749331842499,0.197449557522754,704.738036788632,"chr4",148240264,148287965,"-",5450,"Ptchd2",242748,1.10851483755294,0.108261749494041,0.616451734025762
"ENSMUSG00000023861",-3.33461448196045,2.26860441340128,0.155951637961697,912.957277290105,"chr17",8282904,8297661,"+",2082,"Mpc1",55951,1.10835288590775,0.108317067686081,0.616451734025762
"ENSMUSG00000028572",1.03092721225692,-4.14190241359502,-0.585968263201247,1501.1338729328,"chr4",95967240,96025413,"+",8318,"Hook1",77963,1.1082811704845,0.108349898808185,0.616451734025762
"ENSMUSG00000039680",-3.19582553312902,1.89649533266525,0.66626864747244,499.0957344393,"chr16",92058270,92112227,"+",1053,"Mrps6",121022,1.1082410685457,0.108364740274342,0.616451734025762
"ENSMUSG00000010651",-1.17352911086382,4.4581814427047,-0.126567256186027,22.4469286137848,"chr9",119148023,119157093,"-",1962,"Acaa1b",235674,1.10818108117681,0.108387677085676,0.616451734025762
"ENSMUSG00000070469",0.113762318598709,4.83747674875214,-0.806760768320523,84.9983339198833,"chr7",82335694,82614450,"+",7744,"Adamtsl3",269959,1.10812758503956,0.108410613897009,0.616451734025762
"ENSMUSG00000021116",-2.60978296777706,2.00756229099217,-1.13926642607321,1436.66466896707,"chr12",78861819,78887010,"+",3405,"Eif2s1",13665,1.10786043528798,0.108510906228918,0.616593428702077
"ENSMUSG00000045917",-2.48237473890089,2.45699643855772,-0.81620433509271,299.264554921046,"chr4",63558781,63586357,"+",3974,"Tmem268",230279,1.10766102383757,0.108589161232291,0.616593428702077
"ENSMUSG00000027900",-2.22097284247495,3.33158084127952,-0.202257333808354,723.182170440239,"chr3",106547798,106575890,"+",3758,"Dram2",67171,1.10751389670844,0.108640431751743,0.616593428702077
"ENSMUSG00000020385",0.219102603681544,-4.23266506205478,1.30300589648203,1079.91323907367,"chr11",51261730,51281766,"+",5797,"Clk4",12750,1.10750668842404,0.108642230717338,0.616593428702077
"ENSMUSG00000024527",-0.273723699170596,3.83073350322157,1.64924726385884,1766.90345744341,"chr18",67404767,67449166,"-",3085,"Afg3l2",69597,1.10730094080919,0.10871733753092,0.616593428702077
"ENSMUSG00000005102",2.35020107297005,2.90275617203507,0.500481631336264,618.182050478119,"chr2",118388618,118475234,"+",7457,"Eif2ak4",27103,1.10724982800725,0.108740274342253,0.616593428702077
"ENSMUSG00000026480",-0.443889643090908,4.58007249344178,-0.729331737982913,85.4351330847225,"chr1",152800194,152836991,"+",8478,"Ncf2",17970,1.10722192239287,0.108750168653025,0.616593428702077
"ENSMUSG00000072974",-2.89266334691281,-1.88014875957111,-0.98036463622259,22.0878635703586,"chr12",81376991,81379464,"-",2474,"Gm4787",214321,1.1071993803657,0.1087587137396,0.616593428702077
"ENSMUSG00000006373",1.20697545420686,-3.18231502966505,-1.36320297427481,7945.76587519842,"chrX",36598206,36606079,"+",1857,"Pgrmc1",53328,1.10706788219086,0.108807285810659,0.616593428702077
"ENSMUSG00000027305",-3.50026419199704,1.00942536558156,-1.24253198718951,493.578869901228,"chr2",119655446,119662827,"-",1501,"Ndufaf1",69702,1.10701555243674,0.108831571846188,0.616593428702077
"ENSMUSG00000024538",-2.22534185960173,3.17136649286921,-0.35476373436945,165.680444361074,"chr18",53406341,53418007,"-",1286,"Ppic",19038,1.10687131919131,0.10888958848662,0.616697709402761
"ENSMUSG00000036452",1.72908463220702,-3.12913489212307,0.892630864833435,3362.16453445335,"chr18",38601534,39376284,"+",17331,"Arhgap26",71302,1.10675167341761,0.108932313919496,0.616707320325696
"ENSMUSG00000001525",1.56324487961211,3.74791446346797,0.438878999987712,32763.7421196964,"chr17",35833921,35838306,"-",3327,"Tubb5",22154,1.10659539507362,0.108992129525523,0.616707320325696
"ENSMUSG00000067028",0.938584099226385,-3.84806519342441,-0.963160826986295,492.321783093544,"chr1",99772765,100485942,"+",5205,"Cntnap5b",241175,1.1065514734539,0.109010119181471,0.616707320325696
"ENSMUSG00000004945",-2.61500562954358,2.75736771751014,0.376733568930127,1187.95624740443,"chr17",5410870,5440259,"-",1837,"Tmem242",70544,1.10641614184774,0.109069934787497,0.616709478487778
"ENSMUSG00000018481",1.69530753382246,2.01493687502989,2.03853983225063,3244.90791851627,"chr11",85187262,85235130,"-",6463,"Appbp2",66884,1.10635404303796,0.10908972340904,0.616709478487778
"ENSMUSG00000030134",3.26340803034785,-2.00801290911471,-0.476266526727741,5692.02513449961,"chr6",118011438,118091546,"+",3355,"Rasgef1a",70727,1.1061429686076,0.109167528671014,0.616925319012348
"ENSMUSG00000046668",0.215120366460855,2.89137854961283,2.63930376096613,1875.14803663953,"chr18",35829818,35861687,"+",2271,"Cxxc5",67393,1.10578024076647,0.109313244884192,0.617524640639325
"ENSMUSG00000022314",1.41253097670051,-2.02986050239391,2.30120005584804,4318.63959293663,"chr15",51962605,51991760,"-",3604,"Rad21",19357,1.10535470627143,0.10948954351248,0.617759444996652
"ENSMUSG00000040848",-2.51183660448208,3.14940506215129,-0.0819509877521515,752.984893117489,"chr1",165174337,165194438,"-",5702,"Sft2d2",108735,1.10527794167245,0.109525972565775,0.617759444996652
"ENSMUSG00000059588",0.92597365066188,4.31457927146475,0.502551962069719,246.14594926193,"chr2",84330626,84425411,"-",4882,"Calcrl",54598,1.10526105029167,0.109533618169553,0.617759444996652
"ENSMUSG00000090113",-4.28824596329986,-1.22705926790863,0.227685956539972,5.8053476844581,"chr17",25942233,25944961,"-",2318,"Nhlrc4",621239,1.10523916940007,0.109546660670115,0.617759444996652
"ENSMUSG00000074575",3.27342277659797,-2.34765222324888,-0.121635686917313,832.559064882618,"chr2",168260117,168281736,"-",4508,"Kcng1",241794,1.10518518696048,0.109565999550259,0.617759444996652
"ENSMUSG00000058793",1.07636404426266,-2.75031946177359,1.91555837880774,13148.7730199097,"chr2",132263148,132312050,"+",9125,"Cds2",110911,1.10509496598887,0.109605576793344,0.617759444996652
"ENSMUSG00000034430",1.92037108375439,-2.37562987441637,1.4458712125683,706.415573316819,"chr6",90369492,90403490,"+",8254,"Zxdc",80292,1.10502381447621,0.109632561277266,0.617759444996652
"ENSMUSG00000039294",-2.88745706607408,2.29159959563728,0.561840523058936,431.179727948947,"chr11",121222588,121229322,"-",4213,"BC017643",217370,1.10483617833903,0.109705869125253,0.6179488699027
"ENSMUSG00000072235",-1.19141719596148,3.04657163634724,-1.50046455565991,55239.5855288545,"chr15",98949841,98953551,"-",1647,"Tuba1a",22142,1.10436586942527,0.109893411288509,0.618781381682025
"ENSMUSG00000037075",-2.39065777259259,2.48757960394737,0.859486902735068,1034.66404610302,"chr15",58889229,58902390,"+",4348,"Rnf139",75841,1.10422555239176,0.109947380256353,0.618814927676073
"ENSMUSG00000022018",-1.96641915500575,3.4354985919949,-0.335356064270771,278.127700505135,"chr14",79288756,79301645,"-",918,"Rgcc",66214,1.10413885978405,0.109978862154261,0.618814927676073
"ENSMUSG00000038214",1.80577000725937,2.64178215659377,-1.28858518744627,201.455400278352,"chr10",43479140,43515396,"+",6028,"Bend3",331623,1.10392014796046,0.110071958623791,0.619012791967479
"ENSMUSG00000039632",2.27265310573324,-1.83017862554383,-1.63300296908796,125.280016369452,"chr9",21989871,22002634,"-",2200,"Ccdc151",77609,1.10386190276098,0.110093546210929,0.619012791967479
"ENSMUSG00000026209",-2.52697458300831,2.47157722580505,-0.736096751255575,1103.61931974454,"chr1",75307896,75317990,"-",4289,"Dnpep",13437,1.10363362995457,0.110183044749269,0.619133890640856
"ENSMUSG00000040420",2.30070385696051,1.42674274147625,2.00652780625398,789.150635110651,"chr15",22549022,23474418,"+",4554,"Cdh18",320865,1.10350388869154,0.110239262424106,0.619133890640856
"ENSMUSG00000053012",-1.8137385242772,3.41201271685162,-0.508036558591784,350.684094076337,"chr6",71271677,71285319,"+",1913,"Krcc1",57896,1.10346797654829,0.110249156734877,0.619133890640856
"ENSMUSG00000039735",1.99235769610673,-3.69417725395291,-0.0466308047365205,5422.96062138919,"chr3",122538719,122619715,"-",12376,"Fnbp1l",214459,1.10334826394677,0.110295929840342,0.619133890640856
"ENSMUSG00000005802",-2.60504462138775,-2.69630268771614,-0.431563536344125,2200.6672728107,"chr2",122681233,122702663,"-",5482,"Slc30a4",22785,1.10329920661985,0.11031391949629,0.619133890640856
"ENSMUSG00000003031",0.694732138737778,-2.67614846800182,2.36087804903017,2167.64902583913,"chr6",134920401,134925513,"+",4552,"Cdkn1b",12576,1.10307746761288,0.110399370362042,0.619390197177164
"ENSMUSG00000040990",2.26158032014749,0.700507767515628,2.76897033318134,1651.37737684699,"chrX",159627272,159978069,"+",10100,"Sh3kbp1",58194,1.10294270733867,0.110456037778278,0.619484889110231
"ENSMUSG00000060038",-1.35437224359817,4.25340537842314,0.122054345527782,800.751203345813,"chr8",85071757,85075162,"+",2324,"Dhps",330817,1.10270667629193,0.11053789071284,0.619720713182646
"ENSMUSG00000038702",1.66261383164438,-2.07160761300452,-1.99399201601561,818.064719132625,"chr1",111858702,111864918,"-",5763,"Dsel",319901,1.10239519449677,0.11066561727007,0.620155608268799
"ENSMUSG00000024965",0.691855937096386,4.70737534941513,-0.32844593891899,89.2359311097816,"chr19",6998958,7019469,"-",2587,"Fermt3",108101,1.10229199597786,0.110704295030358,0.620155608268799
"ENSMUSG00000022210",-3.00551057090335,2.69597594504632,-0.0245003860560488,211.687732784716,"chr14",55478758,55490338,"+",1390,"Dhrs4",28200,1.10196669308309,0.110823926242411,0.620155608268799
"ENSMUSG00000028410",-2.11857852893199,2.36067816844523,1.24654761520021,6168.14295461596,"chr4",40722150,40737149,"+",8629,"Dnaja1",15502,1.10193155373123,0.110836069260175,0.620155608268799
"ENSMUSG00000075334",-1.44464561699046,-2.06769912532003,2.21317511065028,1367.71955004418,"chr2",54084093,54085552,"-",1460,"Rprm",67874,1.10187680945248,0.110856307623117,0.620155608268799
"ENSMUSG00000013465",-2.22618039964373,-2.44586586603402,-1.05270580606545,1145.39113817787,"chr2",25199712,25211489,"-",3432,"Nelfb",58202,1.10172904988827,0.110911176073758,0.620155608268799
"ENSMUSG00000026679",0.8241886074907,-2.80712550689401,-2.09286120880897,88.1366500324599,"chr2",21180731,21205365,"-",1561,"Enkur",71233,1.10161805457816,0.11095165279964,0.620155608268799
"ENSMUSG00000029161",-0.1795344604749,-1.70825860767986,-3.83637841559812,668.274733566613,"chr5",30933143,30945591,"-",2082,"Cgref1",68567,1.10161731567743,0.110952552282438,0.620155608268799
"ENSMUSG00000016382",0.763528236658866,2.37032370404231,-2.58976887402521,4117.54964897481,"chrX",75785654,75875182,"-",4238,"Pls3",102866,1.10151133937387,0.110992129525523,0.620155608268799
"ENSMUSG00000038241",1.70706694624413,-3.76916257519707,0.246729508900514,754.282900135609,"chr2",155956458,155998900,"+",10373,"Cep250",16328,1.10138397890966,0.111038452889588,0.620155608268799
"ENSMUSG00000027079",-2.30361370325497,-2.40192993479583,1.016395740483,194.393123475845,"chr2",84722104,84727350,"-",2672,"Clp1",98985,1.10118774682774,0.111116258151563,0.620155608268799
"ENSMUSG00000063410",1.92408467431284,-1.97371303857432,1.82384861592363,1296.52837557522,"chr14",121286343,121379334,"-",2676,"Stk24",223255,1.10113134938225,0.111145491342478,0.620155608268799
"ENSMUSG00000021703",-0.397803719112683,4.19198175701164,1.13171072726264,2228.66239842073,"chr13",92611138,92711944,"+",5316,"Serinc5",218442,1.10110245773096,0.111158983584439,0.620155608268799
"ENSMUSG00000021752",1.76695289233414,2.49723476287079,1.45680423595832,623.747419628442,"chr14",8214148,8223567,"+",3253,"Kctd6",71393,1.10100540279826,0.111198560827524,0.620155608268799
"ENSMUSG00000036880",-1.87349949828197,2.72636111554409,-1.12094360192813,537.34951119607,"chr18",74779197,74806207,"+",1515,"Acaa2",52538,1.10096928464894,0.111212952552282,0.620155608268799
"ENSMUSG00000039117",2.94296227545081,-1.79146636921278,0.985522856417695,469.799278174363,"chr2",179912152,179976646,"-",4621,"Taf4",228980,1.10080517963363,0.111280863503486,0.620312124556307
"ENSMUSG00000034023",2.82008973283212,2.32705651223427,-0.571722381108046,121.539692587449,"chr6",113531682,113597017,"+",7937,"Fancd2",211651,1.10059678026064,0.111364065662244,0.620553735968318
"ENSMUSG00000029465",-2.27519956930677,1.64982293744258,-1.79237599924413,3301.73205357778,"chr5",122391878,122414184,"+",2762,"Arpc3",56378,1.1003138554999,0.111481897908702,0.620964607988948
"ENSMUSG00000025348",-0.142848730561252,3.42839168879398,-2.14515308725176,287.53659686682,"chr10",128933813,128958277,"+",4013,"Itga7",16404,1.10012044327779,0.111551158084102,0.620964607988948
"ENSMUSG00000029403",-1.93203719690577,2.97975291035826,0.804541553806789,1054.45929941453,"chr5",92006074,92043883,"-",6064,"Cdkl2",53886,1.10010854109881,0.111557454463683,0.620964607988948
"ENSMUSG00000042203",3.62961194153122,1.25991596645461,0.824950831511152,1473.14287808174,"chr17",29549788,29606895,"+",4139,"Tbc1d22b",381085,1.09975194617566,0.111702271194063,0.621433993299512
"ENSMUSG00000075702",-1.28904258452273,4.02847348625875,0.396680270186361,1740.03771340414,"chr11",3514684,3517351,"+",1481,"Selm",114679,1.09969759855339,0.111721610074207,0.621433993299512
"ENSMUSG00000048076",-2.18095583586627,2.63445581708267,0.897367035545334,10245.5789219145,"chr11",59211412,59228270,"-",2089,"Arf1",11840,1.09942477120764,0.111823701371711,0.621777233675743
"ENSMUSG00000029198",-2.82029451938662,2.11191833729607,-0.778513288692652,1146.33334023051,"chr5",36464998,36474080,"+",3528,"Grpel1",17713,1.09902975910023,0.111971666291882,0.621777233675743
"ENSMUSG00000028468",2.10721733278798,2.72147727321665,0.881941292921045,866.317089157619,"chr4",43578715,43587487,"+",6199,"Rgp1",242406,1.09901239116289,0.111977512930065,0.621777233675743
"ENSMUSG00000026211",2.41473928595726,-2.66872513890857,-0.626375230289725,438.804644712205,"chr1",75479310,75506452,"-",8467,"Obsl1",98733,1.09885915397789,0.112047672588262,0.621777233675743
"ENSMUSG00000021125",-2.71197292186337,-1.63184152120235,-1.36557008609159,114.45154318287,"chr12",79130777,79156301,"+",1428,"Arg2",11847,1.09877156493869,0.112085001124353,0.621777233675743
"ENSMUSG00000029832",-1.91814229534925,2.82809775008524,0.962995505615903,264.615099567207,"chr6",51432670,51458768,"+",2973,"Nfe2l3",18025,1.09874289408864,0.11209309646953,0.621777233675743
"ENSMUSG00000098188",0.684116285345804,4.05090107955859,0.973812686959648,494.703230090586,"chr10",59221953,59226434,"+",4482,"Sowahc",268301,1.09866485573384,0.112122329660445,0.621777233675743
"ENSMUSG00000049686",0.807469649120744,4.43915597851742,-0.460854328127992,226.26483900201,"chr5",123015074,123030456,"+",2295,"Orai1",109305,1.09840502961866,0.112227119406341,0.621777233675743
"ENSMUSG00000022987",1.80189779674981,-2.40046070055089,-1.50435392728941,314.551645165323,"chr15",98285588,98296130,"-",4254,"Zfp641",239652,1.09825731817496,0.112278389925793,0.621777233675743
"ENSMUSG00000021835",-1.5218966915872,2.5985437515277,-1.58587556541549,85.9978999640597,"chr14",46383520,46390669,"-",2224,"Bmp4",12159,1.0981810278687,0.112308522599505,0.621777233675743
"ENSMUSG00000023991",2.24937583291906,-3.15560714265144,0.301317236425608,1582.49230113248,"chr17",47867133,47924645,"-",4926,"Foxp4",74123,1.09817798782426,0.112309422082303,0.621777233675743
"ENSMUSG00000024431",0.439274950204666,-2.08042843078346,3.18636729209183,3131.65202974052,"chr18",39410545,39491301,"-",7425,"Nr3c1",14815,1.09813381303925,0.112331909152237,0.621777233675743
"ENSMUSG00000034949",2.11265289944959,-3.44001877732291,0.152528224818274,1183.05748785774,"chr10",81233155,81252123,"+",7483,"Zfr2",103406,1.09796623298802,0.112402968293231,0.621777233675743
"ENSMUSG00000031563",2.07732765966721,-0.132649408443861,3.4951703378383,1202.17583096533,"chr8",47823959,47990924,"-",13784,"Wwc2",52357,1.09795613019712,0.112404767258826,0.621777233675743
"ENSMUSG00000052155",2.44852067518387,-1.5885514973806,-1.66794724805829,1998.75683314974,"chr2",48814109,48903269,"+",5686,"Acvr2a",11480,1.09793149940953,0.112416460535192,0.621777233675743
